#PATH-POINTS-START Path
-165.276,59.541,120,0
-163.276,59.541,120
-161.276,59.541,120
-159.276,59.541,120
-157.276,59.541,120
-155.276,59.541,120
-153.276,59.541,120
-151.276,59.541,120
-149.276,59.541,120
-147.276,59.541,120
-145.276,59.541,120
-143.276,59.541,120
-141.276,59.541,120
-139.276,59.541,120
-137.276,59.541,120
-135.276,59.541,120
-133.276,59.541,120
-131.276,59.541,120
-129.276,59.541,120
-127.276,59.541,120
-125.276,59.541,120
-123.276,59.541,120
-121.276,59.541,120
-119.276,59.543,120,0
-117.276,59.557,120
-115.276,59.572,120
-113.276,59.586,120
-111.276,59.601,120
-109.276,59.616,120
-107.276,59.63,120
-105.276,59.645,120
-103.276,59.659,120
-101.276,59.674,120
-99.276,59.689,120
-97.276,59.703,120
-95.276,59.718,120
-93.276,59.732,120
-91.276,59.747,120
-89.276,59.762,120
-87.276,59.776,120
-85.276,59.791,120
-83.276,59.805,120
-81.277,59.82,120
-79.277,59.835,120
-77.277,59.849,120
-75.277,59.864,120
-73.277,59.878,120
-71.277,59.893,120
-69.277,59.908,120
-67.277,59.922,120
-65.277,59.937,120
-63.277,59.951,120
-61.277,59.966,120
-59.277,59.981,120
-57.277,59.995,120,0
-56.891,61.513,120
-57.017,63.509,120
-57.144,65.505,120
-57.271,67.501,120
-57.398,69.497,120
-57.524,71.493,120
-57.651,73.489,120
-57.778,75.485,120
-57.905,77.481,120
-58.031,79.477,120
-58.158,81.473,120
-58.285,83.469,120
-58.411,85.465,120
-58.538,87.461,120
-58.665,89.457,120
-58.792,91.453,120
-58.918,93.449,120
-59.045,95.445,120
-59.172,97.441,120
-59.299,99.437,120
-59.425,101.433,120
-59.552,103.429,120
-59.679,105.425,120
-59.805,107.421,120
-59.932,109.417,120
-60.059,111.413,120
-60.186,113.408,120
-60.312,115.404,120
-60.439,117.4,120,0
-62.184,117.714,120
-64.183,117.762,120
-66.183,117.811,120
-68.182,117.859,120
-70.181,117.907,120
-72.181,117.956,120
-74.18,118.004,120
-76.18,118.052,120
-78.179,118.101,120
-80.178,118.149,120
-82.178,118.198,120
-84.177,118.246,120
-86.177,118.294,120
-88.176,118.343,120
-90.176,118.391,120
-92.175,118.439,120
-94.174,118.488,120
-96.174,118.536,120
-98.173,118.585,120
-100.173,118.633,120
-102.172,118.681,120
-104.171,118.73,120
-106.171,118.778,120
-108.17,118.826,120
-110.17,118.875,120
-112.169,118.923,120
-114.169,118.972,120
-116.168,119.02,120
-118.168,119.059,120,0
-120.167,119.087,120
-122.167,119.115,120
-124.167,119.143,120
-126.167,119.171,120
-128.167,119.2,120
-130.166,119.228,120
-132.166,119.256,120
-134.166,119.284,120
-136.166,119.312,120
-138.166,119.34,120
-140.165,119.369,120
-142.165,119.397,120
-144.165,119.425,120
-146.165,119.453,120
-148.165,119.481,120
-149.396,119.825,120,0
-147.992,121.249,120
-146.588,122.673,120
-145.184,124.098,120
-143.78,125.522,120
-142.376,126.946,120
-140.972,128.371,120
-139.568,129.795,120
-138.164,131.219,120
-136.76,132.644,120
-135.356,134.068,120
-133.952,135.492,120
-132.548,136.917,120
-131.144,138.341,120
-129.74,139.765,120
-128.336,141.19,120
-126.932,142.614,120
-125.528,144.039,120
-124.124,145.463,120
-122.72,146.887,120
-121.316,148.312,120
-119.912,149.736,120
-118.508,151.16,120
-119.588,151.445,120,0
-121.583,151.31,120
-123.579,151.174,120
-125.574,151.039,120
-127.57,150.904,120
-129.565,150.768,120
-131.56,150.633,120
-133.556,150.498,120
-135.551,150.363,120
-137.547,150.227,120
-139.542,150.092,120
-141.538,149.957,120
-143.533,149.822,120
-145.09,149.322,120,0
-144.861,147.335,120
-144.632,145.348,120
-144.402,143.361,120
-144.173,141.375,120
-143.943,139.388,120
-143.714,137.401,120
-143.485,135.414,120
-143.255,133.427,120
-143.026,131.441,120
-142.796,129.454,120
-142.567,127.467,120
-142.337,125.48,120
-142.108,123.493,120
-141.879,121.507,120
-141.649,119.52,120
-141.42,117.533,120
-141.19,115.546,120
-140.961,113.559,120
-140.732,111.573,120
-140.502,109.586,120
-140.273,107.599,120
-140.043,105.612,120
-139.814,103.625,120
-139.585,101.639,120
-139.355,99.652,120
-139.126,97.665,120
-138.896,95.678,120
-138.667,93.691,120
-138.437,91.705,120
-138.208,89.718,120
-137.979,87.731,120
-137.749,85.744,120
-137.52,83.757,120
-137.29,81.771,120
-137.061,79.784,120
-136.832,77.797,120
-136.602,75.81,120
-136.373,73.823,120
-136.143,71.837,120
-135.914,69.85,120
-135.685,67.863,120
-135.455,65.876,120
-135.226,63.889,120
-134.996,61.903,120
-134.767,59.916,120
-134.537,57.929,120
-134.308,55.942,120
-134.079,53.955,120
-133.849,51.969,120
-133.62,49.982,120
-133.39,47.995,120
-133.161,46.008,120
-132.932,44.021,120
-132.702,42.035,120
-132.473,40.048,120
-132.243,38.061,120
-132.014,36.074,120
-131.785,34.087,120
-131.555,32.101,120
-131.326,30.114,120
-131.096,28.127,120
-130.867,26.14,120
-130.637,24.153,120
-130.408,22.167,120
-130.179,20.18,120
-129.949,18.193,120
-129.72,16.206,120
-129.49,14.219,120
-129.261,12.233,120
-129.032,10.246,120
-128.802,8.259,120
-128.573,6.272,120
-128.343,4.285,120
-128.114,2.299,120
-127.885,0.312,120
-127.655,-1.675,120
-127.426,-3.662,120
-127.196,-5.649,120
-126.967,-7.635,120
-126.737,-9.622,120
-126.508,-11.609,120
-126.279,-13.596,120
-126.049,-15.583,120
-125.82,-17.569,120
-125.59,-19.556,120
-125.361,-21.543,120
-125.132,-23.53,120
-124.902,-25.517,120
-124.673,-27.503,120
-124.443,-29.49,120
-124.214,-31.477,120
-123.984,-33.464,120
-123.755,-35.451,120
-123.526,-37.437,120
-123.296,-39.424,120
-123.067,-41.411,120
-122.837,-43.398,120
-122.608,-45.385,120
-122.379,-47.371,120
-122.149,-49.358,120
-121.92,-51.345,120
-121.69,-53.332,120
-121.461,-55.319,120
-121.232,-57.305,120
-121.002,-59.292,120,0
-121.287,-61.186,120
